"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","44032","TOWN OF STELLA - ONEIDA COUNTY","13","0","0",""
"2021 Spring Primary","44034","TOWN OF SUGAR CAMP - ONEIDA COUNTY","66","66","0","0"
"2021 Spring Primary","44036","TOWN OF THREE LAKES - ONEIDA COUNTY","71","71","0","0"
"2021 Spring Primary","44038","TOWN OF WOODBORO - ONEIDA COUNTY","37","0","0",""
"2021 Spring Primary","44040","TOWN OF WOODRUFF - ONEIDA COUNTY","169","167","0","0"
"2021 Spring Primary","44276","CITY OF RHINELANDER - ONEIDA COUNTY","518","516","0","0"
"2021 Spring Primary","45002","TOWN OF BLACK CREEK - OUTAGAMIE COUNTY","19","19","0","0"
"2021 Spring Primary","45004","TOWN OF BOVINA - OUTAGAMIE COUNTY","28","28","0","0"
"2021 Spring Primary","45006","TOWN OF BUCHANAN - OUTAGAMIE COUNTY","204","204","0","0"
"2021 Spring Primary","45008","TOWN OF CENTER - OUTAGAMIE COUNTY","90","87","0","0"
"2021 Spring Primary","45010","TOWN OF CICERO - OUTAGAMIE COUNTY","15","15","0","0"
"2021 Spring Primary","45012","TOWN OF DALE - OUTAGAMIE COUNTY","65","0","0",""
"2021 Spring Primary","45014","TOWN OF DEER CREEK - OUTAGAMIE COUNTY","7","0","0",""
"2021 Spring Primary","45016","TOWN OF ELLINGTON - OUTAGAMIE COUNTY","36","36","0","0"
"2021 Spring Primary","45018","TOWN OF FREEDOM - OUTAGAMIE COUNTY","187","187","0","0"
"2021 Spring Primary","45020","TOWN OF GRAND CHUTE - OUTAGAMIE COUNTY","1292","1287","0","0"
"2021 Spring Primary","45022","TOWN OF GREENVILLE - OUTAGAMIE COUNTY","82","82","0","0"
"2021 Spring Primary","45024","TOWN OF HORTONIA - OUTAGAMIE COUNTY","29","0","0",""
"2021 Spring Primary","45026","TOWN OF KAUKAUNA - OUTAGAMIE COUNTY","26","26","0","0"
"2021 Spring Primary","45028","TOWN OF LIBERTY - OUTAGAMIE COUNTY","17","0","0",""
"2021 Spring Primary","45030","TOWN OF MAINE - OUTAGAMIE COUNTY","11","11","0","0"
"2021 Spring Primary","45032","TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY","8","6","0","0"
"2021 Spring Primary","45034","TOWN OF ONEIDA - OUTAGAMIE COUNTY","169","169","0","0"
"2021 Spring Primary","45036","TOWN OF OSBORN - OUTAGAMIE COUNTY","20","20","0","0"
"2021 Spring Primary","45038","TOWN OF SEYMOUR - OUTAGAMIE COUNTY","27","27","0","0"
"2021 Spring Primary","45040","TOWN OF VANDENBROEK - OUTAGAMIE COUNTY","46","46","0","0"
"2021 Spring Primary","45107","VILLAGE OF BLACK CREEK - OUTAGAMIE COUNTY","46","46","0","0"
"2021 Spring Primary","45111","VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY","145","142","0","0"
"2021 Spring Primary","45122","VILLAGE OF GREENVILLE - OUTAGAMIE COUNTY","310","307","0","0"
"2021 Spring Primary","45136","VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY","119","118","0","0"
"2021 Spring Primary","45141","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","317","315","0","0"
"2021 Spring Primary","45146","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","389","375","0","0"
"2021 Spring Primary","45181","VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY","6","0","0",""
"2021 Spring Primary","45201","CITY OF APPLETON - MULTIPLE COUNTIES","3713","3571","0","0"
"2021 Spring Primary","45241","CITY OF KAUKAUNA - MULTIPLE COUNTIES","731","731","0","0"
"2021 Spring Primary","45281","CITY OF SEYMOUR - OUTAGAMIE COUNTY","74","73","0","0"
"2021 Spring Primary","46002","TOWN OF BELGIUM - OZAUKEE COUNTY","43","43","0","0"
"2021 Spring Primary","46004","TOWN OF CEDARBURG - OZAUKEE COUNTY","256","251","0","0"
"2021 Spring Primary","46006","TOWN OF FREDONIA - OZAUKEE COUNTY","51","0","0",""
"2021 Spring Primary","46008","TOWN OF GRAFTON - OZAUKEE COUNTY","169","46","0","0"
"2021 Spring Primary","46012","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","44","44","0","0"
"2021 Spring Primary","46014","TOWN OF SAUKVILLE - OZAUKEE COUNTY","70","0","0",""
"2021 Spring Primary","46106","VILLAGE OF BELGIUM - OZAUKEE COUNTY","47","47","0","0"
"2021 Spring Primary","46126","VILLAGE OF FREDONIA - OZAUKEE COUNTY","76","76","0","0"
"2021 Spring Primary","46131","VILLAGE OF GRAFTON - OZAUKEE COUNTY","633","628","0","0"
"2021 Spring Primary","46181","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","108","103","0","0"
"2021 Spring Primary","46186","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","191","191","0","0"
"2021 Spring Primary","46211","CITY OF CEDARBURG - OZAUKEE COUNTY","685","676","0","0"
"2021 Spring Primary","46255","CITY OF MEQUON - OZAUKEE COUNTY","1528","1524","0","0"
"2021 Spring Primary","46271","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","537","415","0","0"
"2021 Spring Primary","47002","TOWN OF ALBANY - PEPIN COUNTY","11","0","0",""
"2021 Spring Primary","47004","TOWN OF DURAND - PEPIN COUNTY","19","0","0",""
"2021 Spring Primary","47006","TOWN OF FRANKFORT - PEPIN COUNTY","1","0","0",""
"2021 Spring Primary","47008","TOWN OF LIMA - PEPIN COUNTY","20","20","0","0"
"2021 Spring Primary","47010","TOWN OF PEPIN - PEPIN COUNTY","28","0","0",""
"2021 Spring Primary","47012","TOWN OF STOCKHOLM - PEPIN COUNTY","8","0","0",""
"2021 Spring Primary","47014","TOWN OF WATERVILLE - PEPIN COUNTY","11","0","0",""
"2021 Spring Primary","47016","TOWN OF WAUBEEK - PEPIN COUNTY","10","0","0",""
"2021 Spring Primary","47171","VILLAGE OF PEPIN - PEPIN COUNTY","22","0","0",""
"2021 Spring Primary","47216","CITY OF DURAND - PEPIN COUNTY","18","18","0","0"
"2021 Spring Primary","48002","TOWN OF CLIFTON - PIERCE COUNTY","85","80","0","0"
"2021 Spring Primary","48004","TOWN OF DIAMOND BLUFF - PIERCE COUNTY","5","0","0",""
"2021 Spring Primary","48006","TOWN OF ELLSWORTH - PIERCE COUNTY","46","46","0","0"
"2021 Spring Primary","48008","TOWN OF EL PASO - PIERCE COUNTY","16","0","0",""
"2021 Spring Primary","48010","TOWN OF GILMAN - PIERCE COUNTY","21","0","0",""
"2021 Spring Primary","48012","TOWN OF HARTLAND - PIERCE COUNTY","21","0","0",""
"2021 Spring Primary","48014","TOWN OF ISABELLE - PIERCE COUNTY","1","0","0",""
"2021 Spring Primary","48016","TOWN OF MAIDEN ROCK - PIERCE COUNTY","12","0","0",""
"2021 Spring Primary","48018","TOWN OF MARTELL - PIERCE COUNTY","32","32","0","0"
"2021 Spring Primary","48020","TOWN OF OAK GROVE - PIERCE COUNTY","45","0","0",""
"2021 Spring Primary","48022","TOWN OF RIVER FALLS - PIERCE COUNTY","95","0","0",""
"2021 Spring Primary","48024","TOWN OF ROCK ELM - PIERCE COUNTY","8","0","0",""
"2021 Spring Primary","48026","TOWN OF SALEM - PIERCE COUNTY","10","10","0","0"
"2021 Spring Primary","48028","TOWN OF SPRING LAKE - PIERCE COUNTY","20","20","0","0"
"2021 Spring Primary","48030","TOWN OF TRENTON - PIERCE COUNTY","41","41","0","0"
"2021 Spring Primary","48032","TOWN OF TRIMBELLE - PIERCE COUNTY","48","48","0","0"
"2021 Spring Primary","48034","TOWN OF UNION - PIERCE COUNTY","7","0","0",""
"2021 Spring Primary","48106","VILLAGE OF BAY CITY - PIERCE COUNTY","15","0","0",""
"2021 Spring Primary","48121","VILLAGE OF ELLSWORTH - PIERCE COUNTY","141","0","0",""
"2021 Spring Primary","48122","VILLAGE OF ELMWOOD - PIERCE COUNTY","34","0","0",""
"2021 Spring Primary","48151","VILLAGE OF MAIDEN ROCK - PIERCE COUNTY","2","0","0",""
"2021 Spring Primary","48171","VILLAGE OF PLUM CITY - PIERCE COUNTY","44","0","0",""
"2021 Spring Primary","48181","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","37","0","0",""
"2021 Spring Primary","48271","CITY OF PRESCOTT - PIERCE COUNTY","91","91","0","0"
"2021 Spring Primary","48276","CITY OF RIVER FALLS - MULTIPLE COUNTIES","610","578","0","0"
"2021 Spring Primary","49002","TOWN OF ALDEN - POLK COUNTY","77","0","0",""
"2021 Spring Primary","49004","TOWN OF APPLE RIVER - POLK COUNTY","16","0","0",""
"2021 Spring Primary","49006","TOWN OF BALSAM LAKE - POLK COUNTY","35","0","0",""
"2021 Spring Primary","49008","TOWN OF BEAVER - POLK COUNTY","18","0","0",""
"2021 Spring Primary","49010","TOWN OF BLACK BROOK - POLK COUNTY","28","28","0","0"
"2021 Spring Primary","49012","TOWN OF BONE LAKE - POLK COUNTY","9","9","0","0"
"2021 Spring Primary","49014","TOWN OF CLAM FALLS - POLK COUNTY","10","0","0",""
"2021 Spring Primary","49016","TOWN OF CLAYTON - POLK COUNTY","4","0","0",""
"2021 Spring Primary","49018","TOWN OF CLEAR LAKE - POLK COUNTY","12","0","0",""
"2021 Spring Primary","49020","TOWN OF EUREKA - POLK COUNTY","28","0","0",""
"2021 Spring Primary","49022","TOWN OF FARMINGTON - POLK COUNTY","31","0","0",""
"2021 Spring Primary","49024","TOWN OF GARFIELD - POLK COUNTY","43","0","0",""
"2021 Spring Primary","49026","TOWN OF GEORGETOWN - POLK COUNTY","20","0","0",""
"2021 Spring Primary","49028","TOWN OF JOHNSTOWN - POLK COUNTY","5","0","0",""
"2021 Spring Primary","49030","TOWN OF LAKETOWN - POLK COUNTY","27","0","0",""
"2021 Spring Primary","49032","TOWN OF LINCOLN - POLK COUNTY","76","50","0","0"
"2021 Spring Primary","49034","TOWN OF LORAIN - POLK COUNTY","8","8","0","0"
"2021 Spring Primary","49036","TOWN OF LUCK - POLK COUNTY","22","0","0",""
"2021 Spring Primary","49038","TOWN OF MCKINLEY - POLK COUNTY","8","0","0",""
"2021 Spring Primary","49040","TOWN OF MILLTOWN - POLK COUNTY","30","0","0",""
"2021 Spring Primary","49042","TOWN OF OSCEOLA - POLK COUNTY","54","54","0","0"
"2021 Spring Primary","49044","TOWN OF ST. CROIX FALLS - POLK COUNTY","18","17","0","0"
"2021 Spring Primary","49046","TOWN OF STERLING - POLK COUNTY","18","18","0","0"
"2021 Spring Primary","49048","TOWN OF WEST SWEDEN - POLK COUNTY","20","0","0",""
"2021 Spring Primary","49106","VILLAGE OF BALSAM LAKE - POLK COUNTY","15","0","0",""
"2021 Spring Primary","49111","VILLAGE OF CENTURIA - POLK COUNTY","17","0","0",""
"2021 Spring Primary","49112","VILLAGE OF CLAYTON - POLK COUNTY","6","0","0",""
"2021 Spring Primary","49113","VILLAGE OF CLEAR LAKE - POLK COUNTY","24","22","0","0"
"2021 Spring Primary","49116","VILLAGE OF DRESSER - POLK COUNTY","21","0","0",""
"2021 Spring Primary","49126","VILLAGE OF FREDERIC - POLK COUNTY","59","0","0",""
"2021 Spring Primary","49146","VILLAGE OF LUCK - POLK COUNTY","23","23","0","0"
"2021 Spring Primary","49151","VILLAGE OF MILLTOWN - POLK COUNTY","22","0","0",""
"2021 Spring Primary","49165","VILLAGE OF OSCEOLA - POLK COUNTY","148","0","0",""
"2021 Spring Primary","49201","CITY OF AMERY - POLK COUNTY","148","147","0","0"
"2021 Spring Primary","49281","CITY OF ST. CROIX FALLS - POLK COUNTY","124","0","0",""
"2021 Spring Primary","50002","TOWN OF ALBAN - PORTAGE COUNTY","29","29","0","0"
"2021 Spring Primary","50004","TOWN OF ALMOND - PORTAGE COUNTY","11","11","0","0"
"2021 Spring Primary","50006","TOWN OF AMHERST - PORTAGE COUNTY","41","41","0","0"
"2021 Spring Primary","50008","TOWN OF BELMONT - PORTAGE COUNTY","14","14","1","0"
"2021 Spring Primary","50010","TOWN OF BUENA VISTA - PORTAGE COUNTY","25","20","0","0"
"2021 Spring Primary","50012","TOWN OF CARSON - PORTAGE COUNTY","49","47","0","0"
"2021 Spring Primary","50014","TOWN OF DEWEY - PORTAGE COUNTY","28","26","0","0"
"2021 Spring Primary","50016","TOWN OF EAU PLEINE - PORTAGE COUNTY","33","24","0","0"
"2021 Spring Primary","50018","TOWN OF GRANT - PORTAGE COUNTY","104","0","0",""
"2021 Spring Primary","50020","TOWN OF HULL - PORTAGE COUNTY","173","172","0","0"
"2021 Spring Primary","50022","TOWN OF LANARK - PORTAGE COUNTY","46","46","0","0"
"2021 Spring Primary","50024","TOWN OF LINWOOD - PORTAGE COUNTY","33","33","0","0"
"2021 Spring Primary","50026","TOWN OF NEW HOPE - PORTAGE COUNTY","50","48","0","0"
"2021 Spring Primary","50028","TOWN OF PINE GROVE - PORTAGE COUNTY","15","15","0","0"
"2021 Spring Primary","50030","TOWN OF PLOVER - PORTAGE COUNTY","49","49","0","0"
"2021 Spring Primary","50032","TOWN OF SHARON - PORTAGE COUNTY","70","70","0","0"
"2021 Spring Primary","50034","TOWN OF STOCKTON - PORTAGE COUNTY","37","17","0","0"
"2021 Spring Primary","50101","VILLAGE OF ALMOND - PORTAGE COUNTY","4","0","0",""
"2021 Spring Primary","50102","VILLAGE OF AMHERST - PORTAGE COUNTY","32","0","0",""
"2021 Spring Primary","50103","VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY","6","6","0","0"
"2021 Spring Primary","50141","VILLAGE OF JUNCTION CITY - PORTAGE COUNTY","6","6","0","0"
"2021 Spring Primary","50161","VILLAGE OF NELSONVILLE - PORTAGE COUNTY","9","6","0","0"
"2021 Spring Primary","50171","VILLAGE OF PARK RIDGE - PORTAGE COUNTY","23","23","0","0"
"2021 Spring Primary","50173","VILLAGE OF PLOVER - PORTAGE COUNTY","441","440","0","0"
"2021 Spring Primary","50176","VILLAGE OF ROSHOLT - PORTAGE COUNTY","10","0","0",""
"2021 Spring Primary","50191","VILLAGE OF WHITING - PORTAGE COUNTY","92","92","0","0"
"2021 Spring Primary","50281","CITY OF STEVENS POINT - PORTAGE COUNTY","1136","1122","0","0"
"2021 Spring Primary","51002","TOWN OF CATAWBA - PRICE COUNTY","3","0","0",""
"2021 Spring Primary","51004","TOWN OF EISENSTEIN - PRICE COUNTY","10","0","0",""
"2021 Spring Primary","51006","TOWN OF ELK - PRICE COUNTY","41","0","0",""
"2021 Spring Primary","51008","TOWN OF EMERY - PRICE COUNTY","12","0","0",""
"2021 Spring Primary","51010","TOWN OF FIFIELD - PRICE COUNTY","25","0","0",""
"2021 Spring Primary","51012","TOWN OF FLAMBEAU - PRICE COUNTY","18","14","0","0"
"2021 Spring Primary","51014","TOWN OF GEORGETOWN - PRICE COUNTY","5","5","0","0"
"2021 Spring Primary","51016","TOWN OF HACKETT - PRICE COUNTY","10","0","0",""
"2021 Spring Primary","51018","TOWN OF HARMONY - PRICE COUNTY","2","2","0","0"
"2021 Spring Primary","51020","TOWN OF HILL - PRICE COUNTY","15","15","0","0"
"2021 Spring Primary","51022","TOWN OF KENNAN - PRICE COUNTY","5","0","0",""
"2021 Spring Primary","51024","TOWN OF KNOX - PRICE COUNTY","4","0","0",""
"2021 Spring Primary","51026","TOWN OF LAKE - PRICE COUNTY","45","0","0",""
"2021 Spring Primary","51028","TOWN OF OGEMA - PRICE COUNTY","20","0","0",""
"2021 Spring Primary","51030","TOWN OF PRENTICE - PRICE COUNTY","7","0","0",""
"2021 Spring Primary","51032","TOWN OF SPIRIT - PRICE COUNTY","2","0","0",""
"2021 Spring Primary","51034","TOWN OF WORCESTER - PRICE COUNTY","64","64","0","0"
"2021 Spring Primary","51111","VILLAGE OF CATAWBA - PRICE COUNTY","7","0","0",""
"2021 Spring Primary","51171","VILLAGE OF PRENTICE - PRICE COUNTY","17","0","0",""
"2021 Spring Primary","51271","CITY OF PARK FALLS - PRICE COUNTY","70","0","0",""
"2021 Spring Primary","51272","CITY OF PHILLIPS - PRICE COUNTY","90","0","0",""
"2021 Spring Primary","52002","TOWN OF BURLINGTON - RACINE COUNTY","300","0","0",""
"2021 Spring Primary","52006","TOWN OF DOVER - RACINE COUNTY","84","0","0",""
"2021 Spring Primary","52010","TOWN OF NORWAY - RACINE COUNTY","338","332","0","0"
"2021 Spring Primary","52016","TOWN OF WATERFORD - RACINE COUNTY","378","378","0","0"
"2021 Spring Primary","52104","VILLAGE OF CALEDONIA - RACINE COUNTY","1223","1221","0","0"
"2021 Spring Primary","52121","VILLAGE OF ELMWOOD PARK - RACINE COUNTY","31","0","0",""
"2021 Spring Primary","52151","VILLAGE OF MOUNT PLEASANT - RACINE COUNTY","1898","1881","0","0"
"2021 Spring Primary","52161","VILLAGE OF NORTH BAY - RACINE COUNTY","17","0","0",""
"2021 Spring Primary","52168","Village of Raymond - RACINE COUNTY","193","0","0",""
"2021 Spring Primary","52176","VILLAGE OF ROCHESTER - RACINE COUNTY","150","150","0","0"
"2021 Spring Primary","52181","VILLAGE OF STURTEVANT - RACINE COUNTY","240","239","0","0"
"2021 Spring Primary","52186","VILLAGE OF UNION GROVE - RACINE COUNTY","174","174","0","0"
"2021 Spring Primary","52191","VILLAGE OF WATERFORD - RACINE COUNTY","195","192","0","0"
"2021 Spring Primary","52192","VILLAGE OF WIND POINT - RACINE COUNTY","97","97","0","0"
"2021 Spring Primary","52194","Village of Yorkville - RACINE COUNTY","94","94","0","0"
"2021 Spring Primary","52206","CITY OF BURLINGTON - MULTIPLE COUNTIES","451","450","0","0"
"2021 Spring Primary","52276","CITY OF RACINE - RACINE COUNTY","3305","3281","0","0"
"2021 Spring Primary","53002","TOWN OF AKAN - RICHLAND COUNTY","5","0","0",""
"2021 Spring Primary","53004","TOWN OF BLOOM - RICHLAND COUNTY","7","0","0",""
"2021 Spring Primary","53006","TOWN OF BUENA VISTA - RICHLAND COUNTY","48","0","0",""
"2021 Spring Primary","53008","TOWN OF DAYTON - RICHLAND COUNTY","23","0","0",""
"2021 Spring Primary","53010","TOWN OF EAGLE - RICHLAND COUNTY","8","2","0","0"
"2021 Spring Primary","53012","TOWN OF FOREST - RICHLAND COUNTY","12","0","0",""
"2021 Spring Primary","53014","TOWN OF HENRIETTA - RICHLAND COUNTY","6","0","0",""
"2021 Spring Primary","53016","TOWN OF ITHACA - RICHLAND COUNTY","13","0","0",""
"2021 Spring Primary","53018","TOWN OF MARSHALL - RICHLAND COUNTY","43","0","0",""
"2021 Spring Primary","53020","TOWN OF ORION - RICHLAND COUNTY","9","7","0","0"
"2021 Spring Primary","53022","TOWN OF RICHLAND - RICHLAND COUNTY","42","0","0",""
"2021 Spring Primary","53024","TOWN OF RICHWOOD - RICHLAND COUNTY","8","0","0",""
"2021 Spring Primary","53026","TOWN OF ROCKBRIDGE - RICHLAND COUNTY","23","0","0",""
"2021 Spring Primary","53028","TOWN OF SYLVAN - RICHLAND COUNTY","3","0","0",""
"2021 Spring Primary","53030","TOWN OF WESTFORD - RICHLAND COUNTY","16","0","0",""
"2021 Spring Primary","53032","TOWN OF WILLOW - RICHLAND COUNTY","11","0","0",""
"2021 Spring Primary","53106","VILLAGE OF BOAZ - RICHLAND COUNTY","3","0","0",""
"2021 Spring Primary","53111","VILLAGE OF CAZENOVIA - MULTIPLE COUNTIES","5","0","0",""
"2021 Spring Primary","53146","VILLAGE OF LONE ROCK - RICHLAND COUNTY","32","0","0",""
"2021 Spring Primary","53186","VILLAGE OF VIOLA - MULTIPLE COUNTIES","32","0","0",""
"2021 Spring Primary","53276","CITY OF RICHLAND CENTER - RICHLAND COUNTY","290","0","0",""
"2021 Spring Primary","54002","TOWN OF AVON - ROCK COUNTY","24","20","0","0"
"2021 Spring Primary","54004","TOWN OF BELOIT - ROCK COUNTY","320","311","0","0"
"2021 Spring Primary","54006","TOWN OF BRADFORD - ROCK COUNTY","23","23","0","0"
"2021 Spring Primary","54008","TOWN OF CENTER - ROCK COUNTY","49","49","0","0"
"2021 Spring Primary","54010","TOWN OF CLINTON - ROCK COUNTY","22","0","0",""
"2021 Spring Primary","54012","TOWN OF FULTON - ROCK COUNTY","146","146","0","0"
"2021 Spring Primary","54014","TOWN OF HARMONY - ROCK COUNTY","95","95","0","0"
"2021 Spring Primary","54016","TOWN OF JANESVILLE - ROCK COUNTY","211","205","0","0"
"2021 Spring Primary","54018","TOWN OF JOHNSTOWN - ROCK COUNTY","19","19","0","1"
"2021 Spring Primary","54020","TOWN OF LA PRAIRIE - ROCK COUNTY","22","22","0","0"
"2021 Spring Primary","54022","TOWN OF LIMA - ROCK COUNTY","50","49","0","0"
"2021 Spring Primary","54024","TOWN OF MAGNOLIA - ROCK COUNTY","20","20","0","0"
"2021 Spring Primary","54026","TOWN OF MILTON - ROCK COUNTY","123","120","0","0"
"2021 Spring Primary","54028","TOWN OF NEWARK - ROCK COUNTY","43","43","0","0"
"2021 Spring Primary","54030","TOWN OF PLYMOUTH - ROCK COUNTY","37","0","0",""
"2021 Spring Primary","54032","TOWN OF PORTER - ROCK COUNTY","53","0","0",""
"2021 Spring Primary","54034","TOWN OF ROCK - ROCK COUNTY","84","84","0","0"
"2021 Spring Primary","54036","TOWN OF SPRING VALLEY - ROCK COUNTY","22","0","0",""
"2021 Spring Primary","54038","TOWN OF TURTLE - ROCK COUNTY","71","60","0","0"
"2021 Spring Primary","54040","TOWN OF UNION - ROCK COUNTY","139","137","0","0"
"2021 Spring Primary","54111","VILLAGE OF CLINTON - ROCK COUNTY","56","56","0","0"
"2021 Spring Primary","54126","VILLAGE OF FOOTVILLE - ROCK COUNTY","65","61","0","0"
"2021 Spring Primary","54165","VILLAGE OF ORFORDVILLE - ROCK COUNTY","39","39","0","0"
"2021 Spring Primary","54206","CITY OF BELOIT - ROCK COUNTY","1067","1062","0","0"
"2021 Spring Primary","54221","CITY OF EDGERTON - MULTIPLE COUNTIES","246","241","0","0"
"2021 Spring Primary","54222","CITY OF EVANSVILLE - ROCK COUNTY","271","269","0","0"
"2021 Spring Primary","54241","CITY OF JANESVILLE - ROCK COUNTY","3368","3342","0","0"
"2021 Spring Primary","54257","CITY OF MILTON - ROCK COUNTY","240","238","0","0"
"2021 Spring Primary","55002","TOWN OF ATLANTA - RUSK COUNTY","11","8","0","0"
"2021 Spring Primary","55004","TOWN OF BIG BEND - RUSK COUNTY","8","1","0","0"
"2021 Spring Primary","55006","TOWN OF BIG FALLS - RUSK COUNTY","3","0","0",""
"2021 Spring Primary","55010","TOWN OF DEWEY - RUSK COUNTY","15","15","0","0"
"2021 Spring Primary","55012","TOWN OF FLAMBEAU - RUSK COUNTY","16","16","0","0"
"2021 Spring Primary","55014","TOWN OF GRANT - RUSK COUNTY","29","28","0","0"
"2021 Spring Primary","55016","TOWN OF GROW - RUSK COUNTY","3","0","0",""
"2021 Spring Primary","55018","TOWN OF HAWKINS - RUSK COUNTY","7","0","0",""
"2021 Spring Primary","55020","TOWN OF HUBBARD - RUSK COUNTY","4","0","0",""
"2021 Spring Primary","55022","TOWN OF LAWRENCE - RUSK COUNTY","7","0","0",""
"2021 Spring Primary","55024","TOWN OF MARSHALL - RUSK COUNTY","13","0","0",""
"2021 Spring Primary","55026","TOWN OF MURRY - RUSK COUNTY","4","4","0","0"
"2021 Spring Primary","55028","TOWN OF RICHLAND - RUSK COUNTY","7","0","0",""
"2021 Spring Primary","55030","TOWN OF RUSK - RUSK COUNTY","13","0","0",""
"2021 Spring Primary","55032","TOWN OF SOUTH FORK - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55034","TOWN OF STRICKLAND - RUSK COUNTY","5","0","0",""
"2021 Spring Primary","55036","TOWN OF STUBBS - RUSK COUNTY","21","20","0","0"
"2021 Spring Primary","55038","TOWN OF THORNAPPLE - RUSK COUNTY","14","10","0","0"
"2021 Spring Primary","55040","TOWN OF TRUE - RUSK COUNTY","6","0","0",""
"2021 Spring Primary","55042","TOWN OF WASHINGTON - RUSK COUNTY","3","3","0","0"
"2021 Spring Primary","55046","TOWN OF WILLARD - RUSK COUNTY","6","0","0",""
"2021 Spring Primary","55048","TOWN OF WILSON - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55106","VILLAGE OF BRUCE - RUSK COUNTY","29","29","0","0"
"2021 Spring Primary","55131","VILLAGE OF GLEN FLORA - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55136","VILLAGE OF HAWKINS - RUSK COUNTY","5","0","0",""
"2021 Spring Primary","55186","VILLAGE OF TONY - RUSK COUNTY","1","0","0",""
"2021 Spring Primary","55191","VILLAGE OF WEYERHAEUSER - RUSK COUNTY","2","2","0","0"
"2021 Spring Primary","55246","CITY OF LADYSMITH - RUSK COUNTY","149","132","0","0"
"2021 Spring Primary","56002","TOWN OF BALDWIN - ST. CROIX COUNTY","24","23","0","0"
"2021 Spring Primary","56004","TOWN OF CADY - ST. CROIX COUNTY","8","8","0","0"
"2021 Spring Primary","56006","TOWN OF CYLON - ST. CROIX COUNTY","8","8","0","0"
"2021 Spring Primary","56008","TOWN OF EAU GALLE - ST. CROIX COUNTY","25","0","0",""
"2021 Spring Primary","56010","TOWN OF EMERALD - ST. CROIX COUNTY","12","12","0","0"
"2021 Spring Primary","56012","TOWN OF ERIN PRAIRIE - ST. CROIX COUNTY","17","16","0","0"
"2021 Spring Primary","56014","TOWN OF FOREST - ST. CROIX COUNTY","9","8","0","0"
"2021 Spring Primary","56016","TOWN OF GLENWOOD - ST. CROIX COUNTY","7","7","0","0"
"2021 Spring Primary","56018","TOWN OF HAMMOND - ST. CROIX COUNTY","58","55","0","0"
"2021 Spring Primary","56020","TOWN OF HUDSON - ST. CROIX COUNTY","306","303","0","0"
"2021 Spring Primary","56022","TOWN OF KINNICKINNIC - ST. CROIX COUNTY","45","41","0","0"
"2021 Spring Primary","56024","TOWN OF PLEASANT VALLEY - ST. CROIX COUNTY","9","0","0",""
"2021 Spring Primary","56026","TOWN OF RICHMOND - ST. CROIX COUNTY","89","89","0","0"
"2021 Spring Primary","56028","TOWN OF RUSH RIVER - ST. CROIX COUNTY","20","0","0",""
"2021 Spring Primary","56030","TOWN OF ST. JOSEPH - ST. CROIX COUNTY","130","127","0","0"
"2021 Spring Primary","56032","TOWN OF SOMERSET - ST. CROIX COUNTY","60","59","0","0"
"2021 Spring Primary","56034","TOWN OF SPRINGFIELD - ST. CROIX COUNTY","12","0","0",""
"2021 Spring Primary","56036","TOWN OF STANTON - ST. CROIX COUNTY","28","0","0",""
"2021 Spring Primary","56038","TOWN OF STAR PRAIRIE - ST. CROIX COUNTY","116","116","0","0"
"2021 Spring Primary","56040","TOWN OF TROY - ST. CROIX COUNTY","163","160","0","0"
"2021 Spring Primary","56042","TOWN OF WARREN - ST. CROIX COUNTY","42","42","0","0"
"2021 Spring Primary","56106","VILLAGE OF BALDWIN - ST. CROIX COUNTY","132","119","0","0"
"2021 Spring Primary","56116","VILLAGE OF DEER PARK - ST. CROIX COUNTY","2","0","0",""
"2021 Spring Primary","56136","VILLAGE OF HAMMOND - ST. CROIX COUNTY","87","87","3","0"
"2021 Spring Primary","56161","VILLAGE OF NORTH HUDSON - ST. CROIX COUNTY","142","141","0","0"
"2021 Spring Primary","56176","VILLAGE OF ROBERTS - ST. CROIX COUNTY","34","32","0","0"
"2021 Spring Primary","56181","VILLAGE OF SOMERSET - ST. CROIX COUNTY","42","42","0","0"
"2021 Spring Primary","56182","VILLAGE OF STAR PRAIRIE - ST. CROIX COUNTY","9","9","0","0"
"2021 Spring Primary","56191","VILLAGE OF WILSON - ST. CROIX COUNTY","2","0","0",""
"2021 Spring Primary","56192","VILLAGE OF WOODVILLE - ST. CROIX COUNTY","35","35","0","0"
