"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","67142","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","183","183","0","0"
"2021 Spring Primary","67161","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","33","0","0",""
"2021 Spring Primary","67166","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","260","241","0","0"
"2021 Spring Primary","67181","VILLAGE OF SLINGER - WASHINGTON COUNTY","202","202","0","0"
"2021 Spring Primary","67236","CITY OF HARTFORD - MULTIPLE COUNTIES","550","536","0","0"
"2021 Spring Primary","67291","CITY OF WEST BEND - WASHINGTON COUNTY","1905","1892","0","0"
"2021 Spring Primary","68002","TOWN OF BROOKFIELD - WAUKESHA COUNTY","494","487","0","0"
"2021 Spring Primary","68004","TOWN OF DELAFIELD - WAUKESHA COUNTY","331","330","0","0"
"2021 Spring Primary","68006","TOWN OF EAGLE - WAUKESHA COUNTY","103","103","0","0"
"2021 Spring Primary","68008","TOWN OF GENESEE - WAUKESHA COUNTY","239","238","0","0"
"2021 Spring Primary","68010","TOWN OF LISBON - WAUKESHA COUNTY","460","455","0","0"
"2021 Spring Primary","68014","TOWN OF MERTON - WAUKESHA COUNTY","327","324","0","0"
"2021 Spring Primary","68016","TOWN OF MUKWONAGO - WAUKESHA COUNTY","150","150","0","0"
"2021 Spring Primary","68022","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","385","382","0","0"
"2021 Spring Primary","68024","TOWN OF OTTAWA - WAUKESHA COUNTY","164","162","0","0"
"2021 Spring Primary","68106","VILLAGE OF BIG BEND - WAUKESHA COUNTY","30","0","0",""
"2021 Spring Primary","68107","VILLAGE OF BUTLER - WAUKESHA COUNTY","110","110","0","0"
"2021 Spring Primary","68111","VILLAGE OF CHENEQUA - WAUKESHA COUNTY","16","0","0",""
"2021 Spring Primary","68116","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","218","172","0","0"
"2021 Spring Primary","68121","VILLAGE OF EAGLE - WAUKESHA COUNTY","54","0","0",""
"2021 Spring Primary","68122","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","379","373","0","0"
"2021 Spring Primary","68136","VILLAGE OF HARTLAND - WAUKESHA COUNTY","292","292","0","0"
"2021 Spring Primary","68146","VILLAGE OF LAC LA BELLE - MULTIPLE COUNTIES","13","0","0",""
"2021 Spring Primary","68147","VILLAGE OF LANNON - WAUKESHA COUNTY","36","0","0",""
"2021 Spring Primary","68151","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","2141","2137","0","0"
"2021 Spring Primary","68152","VILLAGE OF MERTON - WAUKESHA COUNTY","82","0","0",""
"2021 Spring Primary","68153","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","333","329","0","0"
"2021 Spring Primary","68158","VILLAGE OF NASHOTAH - WAUKESHA COUNTY","69","0","0",""
"2021 Spring Primary","68161","VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY","58","57","0","0"
"2021 Spring Primary","68166","VILLAGE OF OCONOMOWOC LAKE - WAUKESHA COUNTY","15","15","0","0"
"2021 Spring Primary","68171","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","435","432","0","0"
"2021 Spring Primary","68172","VILLAGE OF SUMMIT - WAUKESHA COUNTY","195","195","0","0"
"2021 Spring Primary","68181","VILLAGE OF SUSSEX - WAUKESHA COUNTY","393","391","0","0"
"2021 Spring Primary","68186","VILLAGE OF VERNON - WAUKESHA COUNTY","431","431","0","0"
"2021 Spring Primary","68191","VILLAGE OF WALES - WAUKESHA COUNTY","83","0","0",""
"2021 Spring Primary","68195","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","477","472","0","0"
"2021 Spring Primary","68206","CITY OF BROOKFIELD - WAUKESHA COUNTY","2240","2227","0","0"
"2021 Spring Primary","68216","CITY OF DELAFIELD - WAUKESHA COUNTY","380","379","0","0"
"2021 Spring Primary","68251","CITY OF MUSKEGO - WAUKESHA COUNTY","1218","1202","0","0"
"2021 Spring Primary","68261","CITY OF NEW BERLIN - WAUKESHA COUNTY","2301","2288","0","0"
"2021 Spring Primary","68265","CITY OF OCONOMOWOC - WAUKESHA COUNTY","1295","1291","0","0"
"2021 Spring Primary","68270","CITY OF PEWAUKEE - WAUKESHA COUNTY","561","556","0","0"
"2021 Spring Primary","68291","CITY OF WAUKESHA - WAUKESHA COUNTY","3665","3636","0","0"
"2021 Spring Primary","69002","TOWN OF BEAR CREEK - WAUPACA COUNTY","7","7","0","0"
"2021 Spring Primary","69004","TOWN OF CALEDONIA - WAUPACA COUNTY","52","50","0","0"
"2021 Spring Primary","69006","TOWN OF DAYTON - WAUPACA COUNTY","83","75","0","0"
"2021 Spring Primary","69008","TOWN OF DUPONT - WAUPACA COUNTY","11","11","0","0"
"2021 Spring Primary","69010","TOWN OF FARMINGTON - WAUPACA COUNTY","300","229","0","0"
"2021 Spring Primary","69012","TOWN OF FREMONT - WAUPACA COUNTY","11","11","0","0"
"2021 Spring Primary","69014","TOWN OF HARRISON - WAUPACA COUNTY","9","9","0","0"
"2021 Spring Primary","69016","TOWN OF HELVETIA - WAUPACA COUNTY","13","0","0",""
"2021 Spring Primary","69018","TOWN OF IOLA - WAUPACA COUNTY","28","25","0","0"
"2021 Spring Primary","69020","TOWN OF LARRABEE - WAUPACA COUNTY","31","29","0","0"
"2021 Spring Primary","69022","TOWN OF LEBANON - WAUPACA COUNTY","33","31","0","0"
"2021 Spring Primary","69024","TOWN OF LIND - WAUPACA COUNTY","37","36","0","0"
"2021 Spring Primary","69026","TOWN OF LITTLE WOLF - WAUPACA COUNTY","32","32","0","0"
"2021 Spring Primary","69028","TOWN OF MATTESON - WAUPACA COUNTY","22","22","0","0"
"2021 Spring Primary","69030","TOWN OF MUKWA - WAUPACA COUNTY","97","54","0","0"
"2021 Spring Primary","69032","TOWN OF ROYALTON - WAUPACA COUNTY","53","52","0","0"
"2021 Spring Primary","69034","TOWN OF SAINT LAWRENCE - WAUPACA COUNTY","27","27","0","0"
"2021 Spring Primary","69036","TOWN OF SCANDINAVIA - WAUPACA COUNTY","47","47","0","0"
"2021 Spring Primary","69038","TOWN OF UNION - WAUPACA COUNTY","17","17","0","0"
"2021 Spring Primary","69040","TOWN OF WAUPACA - WAUPACA COUNTY","21","21","0","0"
"2021 Spring Primary","69042","TOWN OF WEYAUWEGA - WAUPACA COUNTY","8","8","0","0"
"2021 Spring Primary","69044","TOWN OF WYOMING - WAUPACA COUNTY","7","7","0","0"
"2021 Spring Primary","69121","VILLAGE OF EMBARRASS - WAUPACA COUNTY","5","5","0","0"
"2021 Spring Primary","69126","VILLAGE OF FREMONT - WAUPACA COUNTY","8","8","0","0"
"2021 Spring Primary","69141","VILLAGE OF IOLA - WAUPACA COUNTY","58","0","0",""
"2021 Spring Primary","69165","VILLAGE OF OGDENSBURG - WAUPACA COUNTY","6","6","0","0"
"2021 Spring Primary","69181","VILLAGE OF SCANDINAVIA - WAUPACA COUNTY","9","9","0","0"
"2021 Spring Primary","69211","CITY OF CLINTONVILLE - WAUPACA COUNTY","163","163","0","0"
"2021 Spring Primary","69251","CITY OF MANAWA - WAUPACA COUNTY","31","0","0",""
"2021 Spring Primary","69252","CITY OF MARION - MULTIPLE COUNTIES","26","20","0","0"
"2021 Spring Primary","69261","CITY OF NEW LONDON - MULTIPLE COUNTIES","264","262","0","0"
"2021 Spring Primary","69291","CITY OF WAUPACA - WAUPACA COUNTY","306","306","0","0"
"2021 Spring Primary","69292","CITY OF WEYAUWEGA - WAUPACA COUNTY","51","51","0","0"
"2021 Spring Primary","70002","TOWN OF AURORA - WAUSHARA COUNTY","30","29","0","0"
"2021 Spring Primary","70004","TOWN OF BLOOMFIELD - WAUSHARA COUNTY","9","9","0","0"
"2021 Spring Primary","70006","TOWN OF COLOMA - WAUSHARA COUNTY","20","20","0","0"
"2021 Spring Primary","70008","TOWN OF DAKOTA - WAUSHARA COUNTY","18","18","0","0"
"2021 Spring Primary","70010","TOWN OF DEERFIELD - WAUSHARA COUNTY","20","0","0",""
"2021 Spring Primary","70012","TOWN OF HANCOCK - WAUSHARA COUNTY","13","0","0",""
"2021 Spring Primary","70014","TOWN OF LEON - WAUSHARA COUNTY","63","60","0","0"
"2021 Spring Primary","70016","TOWN OF MARION - WAUSHARA COUNTY","94","0","0",""
"2021 Spring Primary","70018","TOWN OF MOUNT MORRIS - WAUSHARA COUNTY","40","39","0","0"
"2021 Spring Primary","70020","TOWN OF OASIS - WAUSHARA COUNTY","9","0","0",""
"2021 Spring Primary","70022","TOWN OF PLAINFIELD - WAUSHARA COUNTY","13","0","0",""
"2021 Spring Primary","70024","TOWN OF POY SIPPI - WAUSHARA COUNTY","14","5","0","0"
"2021 Spring Primary","70026","TOWN OF RICHFORD - WAUSHARA COUNTY","12","12","0","0"
"2021 Spring Primary","70028","TOWN OF ROSE - WAUSHARA COUNTY","32","32","0","0"
"2021 Spring Primary","70030","TOWN OF SAXEVILLE - WAUSHARA COUNTY","12","12","0","0"
"2021 Spring Primary","70032","TOWN OF SPRINGWATER - WAUSHARA COUNTY","72","67","0","0"
"2021 Spring Primary","70034","TOWN OF WARREN - WAUSHARA COUNTY","13","13","0","0"
"2021 Spring Primary","70036","TOWN OF WAUTOMA - WAUSHARA COUNTY","36","36","0","0"
"2021 Spring Primary","70111","VILLAGE OF COLOMA - WAUSHARA COUNTY","12","11","0","0"
"2021 Spring Primary","70136","VILLAGE OF HANCOCK - WAUSHARA COUNTY","3","0","0",""
"2021 Spring Primary","70146","VILLAGE OF LOHRVILLE - WAUSHARA COUNTY","7","5","0","0"
"2021 Spring Primary","70171","VILLAGE OF PLAINFIELD - WAUSHARA COUNTY","23","2","0","0"
"2021 Spring Primary","70176","VILLAGE OF REDGRANITE - WAUSHARA COUNTY","23","0","0",""
"2021 Spring Primary","70191","VILLAGE OF WILD ROSE - WAUSHARA COUNTY","37","37","0","0"
"2021 Spring Primary","70291","CITY OF WAUTOMA - WAUSHARA COUNTY","66","61","0","0"
"2021 Spring Primary","71002","TOWN OF ALGOMA - WINNEBAGO COUNTY","72","72","0","0"
"2021 Spring Primary","71004","TOWN OF BLACK WOLF - WINNEBAGO COUNTY","96","96","0","0"
"2021 Spring Primary","71006","TOWN OF CLAYTON - WINNEBAGO COUNTY","139","138","0","0"
"2021 Spring Primary","71010","TOWN OF NEENAH - WINNEBAGO COUNTY","166","164","0","0"
"2021 Spring Primary","71012","TOWN OF NEKIMI - WINNEBAGO COUNTY","51","0","0",""
"2021 Spring Primary","71014","TOWN OF NEPEUSKUN - WINNEBAGO COUNTY","13","0","0",""
"2021 Spring Primary","71016","TOWN OF OMRO - WINNEBAGO COUNTY","64","0","0",""
"2021 Spring Primary","71018","TOWN OF OSHKOSH - WINNEBAGO COUNTY","97","97","0","0"
"2021 Spring Primary","71020","TOWN OF POYGAN - WINNEBAGO COUNTY","40","40","0","0"
"2021 Spring Primary","71022","TOWN OF RUSHFORD - WINNEBAGO COUNTY","40","40","0","0"
"2021 Spring Primary","71024","TOWN OF UTICA - WINNEBAGO COUNTY","34","32","0","0"
"2021 Spring Primary","71026","TOWN OF VINLAND - WINNEBAGO COUNTY","57","56","0","0"
"2021 Spring Primary","71028","TOWN OF WINCHESTER - WINNEBAGO COUNTY","61","59","0","0"
"2021 Spring Primary","71030","TOWN OF WINNECONNE - WINNEBAGO COUNTY","61","58","0","0"
"2021 Spring Primary","71032","TOWN OF WOLF RIVER - WINNEBAGO COUNTY","41","41","0","0"
"2021 Spring Primary","71121","Village of FOX CROSSING - WINNEBAGO COUNTY","823","819","0","0"
"2021 Spring Primary","71191","VILLAGE OF WINNECONNE - WINNEBAGO COUNTY","119","118","0","0"
"2021 Spring Primary","71251","CITY OF MENASHA - MULTIPLE COUNTIES","692","690","0","0"
"2021 Spring Primary","71261","CITY OF NEENAH - WINNEBAGO COUNTY","1316","1310","0","0"
"2021 Spring Primary","71265","CITY OF OMRO - WINNEBAGO COUNTY","148","148","0","0"
"2021 Spring Primary","71266","CITY OF OSHKOSH - WINNEBAGO COUNTY","3243","3176","0","0"
"2021 Spring Primary","72002","TOWN OF ARPIN - WOOD COUNTY","19","19","0","0"
"2021 Spring Primary","72004","TOWN OF AUBURNDALE - WOOD COUNTY","10","0","0",""
"2021 Spring Primary","72006","TOWN OF CAMERON - WOOD COUNTY","11","11","0","0"
"2021 Spring Primary","72008","TOWN OF CARY - WOOD COUNTY","13","0","0",""
"2021 Spring Primary","72012","TOWN OF DEXTER - WOOD COUNTY","9","0","0",""
"2021 Spring Primary","72014","TOWN OF GRAND RAPIDS - WOOD COUNTY","357","352","0","0"
"2021 Spring Primary","72016","TOWN OF HANSEN - WOOD COUNTY","24","20","0","0"
"2021 Spring Primary","72018","TOWN OF HILES - WOOD COUNTY","5","5","0","0"
"2021 Spring Primary","72020","TOWN OF LINCOLN - WOOD COUNTY","49","49","0","0"
"2021 Spring Primary","72022","TOWN OF MARSHFIELD - WOOD COUNTY","22","22","0","0"
"2021 Spring Primary","72024","TOWN OF MILLADORE - WOOD COUNTY","12","10","0","0"
"2021 Spring Primary","72026","TOWN OF PORT EDWARDS - WOOD COUNTY","36","36","0","0"
"2021 Spring Primary","72030","TOWN OF RICHFIELD - WOOD COUNTY","26","26","0","0"
"2021 Spring Primary","72032","TOWN OF ROCK - WOOD COUNTY","11","11","0","0"
"2021 Spring Primary","72034","TOWN OF RUDOLPH - WOOD COUNTY","38","38","0","0"
"2021 Spring Primary","72036","TOWN OF SARATOGA - WOOD COUNTY","171","169","0","0"
"2021 Spring Primary","72038","TOWN OF SENECA - WOOD COUNTY","26","24","0","0"
"2021 Spring Primary","72040","TOWN OF SHERRY - WOOD COUNTY","16","16","0","0"
"2021 Spring Primary","72042","TOWN OF SIGEL - WOOD COUNTY","9","9","0","0"
"2021 Spring Primary","72044","TOWN OF WOOD - WOOD COUNTY","20","5","0","0"
"2021 Spring Primary","72100","VILLAGE OF ARPIN - WOOD COUNTY","15","15","0","0"
"2021 Spring Primary","72101","VILLAGE OF AUBURNDALE - WOOD COUNTY","15","15","0","0"
"2021 Spring Primary","72106","VILLAGE OF BIRON - WOOD COUNTY","33","28","0","0"
"2021 Spring Primary","72122","VILLAGE OF HEWITT - WOOD COUNTY","15","15","0","0"
"2021 Spring Primary","72151","VILLAGE OF MILLADORE - MULTIPLE COUNTIES","1","0","0",""
"2021 Spring Primary","72171","VILLAGE OF PORT EDWARDS - WOOD COUNTY","83","83","0","0"
"2021 Spring Primary","72178","VILLAGE OF RUDOLPH - WOOD COUNTY","9","0","0",""
"2021 Spring Primary","72186","VILLAGE OF VESPER - WOOD COUNTY","11","10","0","0"
"2021 Spring Primary","72251","CITY OF MARSHFIELD - MULTIPLE COUNTIES","869","862","0","0"
"2021 Spring Primary","72261","CITY OF NEKOOSA - WOOD COUNTY","92","91","0","0"
"2021 Spring Primary","72271","CITY OF PITTSVILLE - WOOD COUNTY","16","16","0","0"
"2021 Spring Primary","72291","CITY OF WISCONSIN RAPIDS - WOOD COUNTY","959","913","0","0"
"2021 Spring Primary","99999","TOTAL","264976","240008","42","1"
